label,accuracy,precision,recall,f1,roc_auc
Baseline (clean),0.9278821736922296,0.8693467336683417,0.7935779816513762,0.829736211031175,0.9376918795669582
Baseline under attack,0.8024377856780092,0.5338129496402878,0.8509174311926605,0.6560565870910698,0.8320698456585099
Hardened (clean),0.9268664296597258,0.8668341708542714,0.7912844036697247,0.8273381294964028,0.9378205473467506
Hardened under attack,0.8009141696292534,0.531700288184438,0.8463302752293578,0.6530973451327433,0.8310853875293992
